pdbid,pose,rmsd,head,pll
2j78,2j78_176,4.080,-3.104338,nan
2j78,2j78_22,0.880,-0.532809,nan
2j78,2j78_31,0.740,-0.666301,nan
2j78,2j78_311,0.370,-0.375697,nan
2j78,2j78_317,4.190,-3.294332,nan
2j78,2j78_320,7.160,-6.343448,nan
2j78,2j78_326,0.700,-0.275244,nan
2j78,2j78_332,7.320,-6.935333,nan
2j78,2j78_349,7.130,-6.919837,nan
2j78,2j78_369,6.930,-6.590917,nan
2j78,2j78_382,4.290,-3.004541,nan
2j78,2j78_383,4.410,-4.060072,nan
2j78,2j78_397,4.260,-3.231468,nan
2j78,2j78_406,0.920,-0.545780,nan
2j78,2j78_458,1.140,-0.805977,nan
2j78,2j78_459,1.990,-0.848852,nan
2j78,2j78_460,1.590,-0.950451,nan
2j78,2j78_471,2.490,-0.913557,nan
2j78,2j78_486,1.860,-1.267155,nan
2j78,2j78_507,1.960,-0.819157,nan
2j78,2j78_52,0.870,-0.497398,nan
2j78,2j78_546,3.940,-3.353015,nan
2j78,2j78_575,4.580,-3.730418,nan
2j78,2j78_597,2.380,-0.881056,nan
2j78,2j78_621,2.290,-1.501882,nan
2j78,2j78_626,3.010,-2.022857,nan
2j78,2j78_650,3.010,-1.651696,nan
2j78,2j78_657,4.470,-2.853908,nan
2j78,2j78_684,3.080,-3.192215,nan
2j78,2j78_716,3.270,-1.611514,nan
2j78,2j78_719,2.340,-0.703921,nan
2j78,2j78_744,2.690,-0.998888,nan
2j78,2j78_751,2.650,-1.359549,nan
2j78,2j78_754,1.880,-0.995856,nan
2j78,2j78_755,2.470,-0.903216,nan
2j78,2j78_777,2.100,-1.746348,nan
2j78,2j78_779,3.260,-1.122072,nan
2j78,2j78_787,2.780,-1.104321,nan
2j78,2j78_795,3.460,-2.105628,nan
2j78,2j78_796,1.750,-0.788844,nan
2j78,2j78_808,0.970,-0.830463,nan
2j78,2j78_812,0.790,-0.644368,nan
2j78,2j78_827,3.510,-2.486758,nan
2j78,2j78_835,1.760,-0.803857,nan
2j78,2j78_857,1.760,-0.532730,nan
2j78,2j78_862,1.560,-0.447255,nan
2j78,2j78_881,2.210,-0.730686,nan
2j78,2j78_882,3.050,-1.581049,nan
2j78,2j78_938,3.090,-1.354419,nan
2j78,2j78_941,0.980,-0.747932,nan
2j78,2j78_97,0.470,-0.248444,nan
2j7h,2j7h_18,0.960,-0.234551,nan
2j7h,2j7h_211,0.490,-0.344193,nan
2j7h,2j7h_219,0.880,-0.691905,nan
2j7h,2j7h_227,2.310,-0.135129,nan
2j7h,2j7h_26,0.410,-0.145572,nan
2j7h,2j7h_274,1.030,-0.563615,nan
2j7h,2j7h_33,2.370,-0.499382,nan
2j7h,2j7h_41,0.430,-0.255191,nan
2j7h,2j7h_451,1.580,-0.587094,nan
2j7h,2j7h_458,2.230,-1.580855,nan
2j7h,2j7h_48,0.170,-0.258362,nan
2j7h,2j7h_480,1.850,-1.443941,nan
2j7h,2j7h_522,3.360,-2.921444,nan
2j7h,2j7h_539,4.380,-3.923284,nan
2j7h,2j7h_541,3.170,-2.631249,nan
2j7h,2j7h_549,3.190,-2.969039,nan
2j7h,2j7h_555,4.820,-5.323547,nan
2j7h,2j7h_557,3.230,-3.040227,nan
2j7h,2j7h_558,4.120,-4.047626,nan
2j7h,2j7h_56,0.850,-0.333978,nan
2j7h,2j7h_563,4.060,-4.287175,nan
2j7h,2j7h_567,4.310,-4.043653,nan
2j7h,2j7h_569,4.330,-4.058115,nan
2j7h,2j7h_586,4.010,-4.036817,nan
2j7h,2j7h_597,5.020,-4.663926,nan
2j7h,2j7h_633,3.100,-2.727005,nan
2j7h,2j7h_720,0.450,-0.131370,nan
2j7h,2j7h_721,0.750,-0.327465,nan
2j7h,2j7h_727,1.460,-0.756547,nan
2j7h,2j7h_733,1.710,-0.875949,nan
2j7h,2j7h_736,1.380,-0.595074,nan
2j7h,2j7h_747,1.410,-0.620844,nan
2j7h,2j7h_752,4.110,-3.562536,nan
2j7h,2j7h_761,1.520,-1.001146,nan
2j7h,2j7h_762,1.590,-1.024789,nan
2j7h,2j7h_767,2.250,-1.144773,nan
2j7h,2j7h_771,2.370,-0.993621,nan
2j7h,2j7h_776,4.390,-4.282387,nan
2j7h,2j7h_778,4.180,-3.837291,nan
2j7h,2j7h_780,3.530,-3.642839,nan
2j7h,2j7h_784,1.900,-1.103741,nan
2j7h,2j7h_787,2.690,-2.544720,nan
2j7h,2j7h_793,3.180,-1.812825,nan
2j7h,2j7h_794,3.350,-2.473678,nan
2j7h,2j7h_795,2.470,-2.505948,nan
2j7h,2j7h_796,2.710,-2.758659,nan
2j7h,2j7h_797,2.430,-1.935067,nan
2j7h,2j7h_840,2.270,-0.713566,nan
2j7h,2j7h_861,3.160,-2.221876,nan
2j7h,2j7h_869,3.870,-4.206085,nan
2j7h,2j7h_912,0.480,-0.131370,nan
2p15,2p15_133,1.140,-0.883175,nan
2p15,2p15_155,4.560,-2.162597,nan
2p15,2p15_216,2.200,-0.836509,nan
2p15,2p15_262,0.400,-0.475911,nan
2p15,2p15_290,0.780,-0.093727,nan
2p15,2p15_331,0.270,-0.626376,nan
2p15,2p15_344,0.780,-0.620857,nan
2p15,2p15_402,1.000,-0.824673,nan
2p15,2p15_404,0.870,-0.623979,nan
2p15,2p15_407,0.900,-0.862287,nan
2p15,2p15_414,3.900,-1.745670,nan
2p15,2p15_415,4.100,-1.514239,nan
2p15,2p15_425,1.500,-1.631017,nan
2p15,2p15_427,3.800,-1.545504,nan
2p15,2p15_435,1.510,-1.439458,nan
2p15,2p15_437,1.380,-1.052343,nan
2p15,2p15_446,1.160,-0.857067,nan
2p15,2p15_453,3.410,-1.947381,nan
2p15,2p15_456,2.540,-1.517354,nan
2p15,2p15_460,1.830,-1.698305,nan
2p15,2p15_466,3.860,-2.179688,nan
2p15,2p15_471,1.990,-1.752397,nan
2p15,2p15_478,3.540,-1.884478,nan
2p15,2p15_479,4.000,-1.817340,nan
2p15,2p15_480,2.100,-2.162189,nan
2p15,2p15_481,2.150,-2.195265,nan
2p15,2p15_489,2.150,-1.849116,nan
2p15,2p15_493,4.100,-2.356525,nan
2p15,2p15_496,4.300,-2.173180,nan
2p15,2p15_546,4.760,-2.553101,nan
2p15,2p15_550,3.780,-2.021079,nan
2p15,2p15_557,2.610,-2.147262,nan
2p15,2p15_567,4.940,-3.854442,nan
2p15,2p15_568,4.630,-1.707279,nan
2p15,2p15_569,2.320,-1.304332,nan
2p15,2p15_578,3.900,-2.696422,nan
2p15,2p15_579,1.530,-1.185842,nan
2p15,2p15_582,5.300,-3.263123,nan
2p15,2p15_589,4.030,-3.058734,nan
2p15,2p15_590,5.210,-2.953291,nan
2p15,2p15_591,3.750,-1.926140,nan
2p15,2p15_592,1.980,-1.226203,nan
2p15,2p15_598,2.020,-1.703617,nan
2p15,2p15_600,5.110,-4.585303,nan
2p15,2p15_645,4.160,-1.686995,nan
2p15,2p15_678,4.560,-1.688896,nan
2p15,2p15_687,2.390,-1.656313,nan
2p15,2p15_699,2.460,-1.772405,nan
2p15,2p15_700,1.670,-1.672665,nan
2p15,2p15_765,3.820,-2.921825,nan
2p15,2p15_801,0.600,-0.546191,nan
2p15,2p15_850,0.620,-0.365954,nan
2p15,2p15_87,0.410,-0.389864,nan
2p4y,2p4y_100,1.680,-1.678544,nan
2p4y,2p4y_103,0.810,-0.770741,nan
2p4y,2p4y_127,7.820,-8.481098,nan
2p4y,2p4y_146,1.980,-1.578410,nan
2p4y,2p4y_152,0.790,-0.462879,nan
2p4y,2p4y_169,1.910,-2.142910,nan
2p4y,2p4y_202,0.810,-1.437718,nan
2p4y,2p4y_208,0.820,-0.633906,nan
2p4y,2p4y_223,4.930,-1.586126,nan
2p4y,2p4y_240,0.790,-0.787848,nan
2p4y,2p4y_247,0.790,-0.579235,nan
2p4y,2p4y_25,4.440,-2.034343,nan
2p4y,2p4y_253,0.590,-0.350711,nan
2p4y,2p4y_268,2.070,-1.168820,nan
2p4y,2p4y_275,5.230,-1.798980,nan
2p4y,2p4y_293,1.460,-1.814961,nan
2p4y,2p4y_297,1.020,-1.340336,nan
2p4y,2p4y_305,3.850,-4.093575,nan
2p4y,2p4y_309,9.260,-8.581884,nan
2p4y,2p4y_314,2.870,-3.465621,nan
2p4y,2p4y_350,9.690,-8.567234,nan
2p4y,2p4y_38,0.880,-1.276888,nan
2p4y,2p4y_407,2.760,-3.121641,nan
2p4y,2p4y_409,3.560,-3.161441,nan
2p4y,2p4y_412,5.840,-5.658195,nan
2p4y,2p4y_419,1.760,-1.756189,nan
2p4y,2p4y_423,2.290,-2.614228,nan
2p4y,2p4y_424,2.580,-2.270496,nan
2p4y,2p4y_435,3.010,-2.212117,nan
2p4y,2p4y_445,3.220,-3.559615,nan
2p4y,2p4y_446,2.290,-2.762253,nan
2p4y,2p4y_456,3.770,-3.126947,nan
2p4y,2p4y_461,1.370,-2.056296,nan
2p4y,2p4y_472,3.480,-4.731286,nan
2p4y,2p4y_509,7.250,-7.560984,nan
2p4y,2p4y_53,6.020,-2.518611,nan
2p4y,2p4y_549,7.410,-7.293728,nan
2p4y,2p4y_564,7.770,-8.227180,nan
2p4y,2p4y_570,7.610,-8.462130,nan
2p4y,2p4y_581,7.350,-6.771046,nan
2p4y,2p4y_582,7.060,-7.273560,nan
2p4y,2p4y_587,2.200,-2.801154,nan
2p4y,2p4y_588,7.370,-6.570117,nan
2p4y,2p4y_591,8.410,-8.505446,nan
2p4y,2p4y_595,4.680,-4.986183,nan
2p4y,2p4y_596,8.210,-7.792384,nan
2p4y,2p4y_600,3.360,-3.453161,nan
2p4y,2p4y_618,8.110,-7.238158,nan
2p4y,2p4y_649,9.850,-8.570779,nan
2p4y,2p4y_665,3.860,-2.419748,nan
2p4y,2p4y_669,5.240,-3.449896,nan
2p4y,2p4y_679,8.200,-8.334663,nan
2p4y,2p4y_685,2.120,-1.737386,nan
2p4y,2p4y_700,7.040,-5.952173,nan
2p4y,2p4y_703,1.460,-1.504746,nan
2p4y,2p4y_714,1.490,-2.888231,nan
2p4y,2p4y_718,5.850,-5.317029,nan
2p4y,2p4y_74,0.950,-0.609643,nan
2p4y,2p4y_748,5.110,-2.789903,nan
2p4y,2p4y_749,5.750,-3.709802,nan
2p4y,2p4y_751,6.150,-5.261587,nan
2p4y,2p4y_752,3.850,-2.553401,nan
2p4y,2p4y_757,4.800,-1.479996,nan
2p4y,2p4y_758,6.560,-3.911630,nan
2p4y,2p4y_761,6.050,-5.674081,nan
2p4y,2p4y_762,5.270,-2.333200,nan
2p4y,2p4y_765,2.770,-3.865452,nan
2p4y,2p4y_767,4.270,-2.730489,nan
2p4y,2p4y_77,0.450,-0.595969,nan
2p4y,2p4y_772,6.800,-5.068903,nan
2p4y,2p4y_773,4.570,-3.591273,nan
2p4y,2p4y_775,4.970,-2.906211,nan
2p4y,2p4y_778,7.140,-6.635006,nan
2p4y,2p4y_781,4.270,-2.688076,nan
2p4y,2p4y_782,4.330,-4.601883,nan
2p4y,2p4y_784,1.560,-1.309763,nan
2p4y,2p4y_785,5.770,-3.187700,nan
2p4y,2p4y_842,6.110,-3.314097,nan
2p4y,2p4y_856,4.350,-2.981475,nan
2p4y,2p4y_859,3.110,-3.476892,nan
2p4y,2p4y_899,6.540,-3.466932,nan
2p4y,2p4y_908,5.940,-1.094830,nan
2p4y,2p4y_932,6.920,-6.070546,nan
2p4y,2p4y_938,2.810,-2.088108,nan
2p4y,2p4y_951,6.270,-5.927495,nan
2p4y,2p4y_961,5.380,-5.908294,nan
2p4y,2p4y_979,6.030,-1.061733,nan
2pog,2pog_402,3.050,-1.498103,nan
2pog,2pog_404,1.380,-0.986708,nan
2pog,2pog_405,0.660,-0.260766,nan
2pog,2pog_434,1.220,-0.920813,nan
2pog,2pog_441,0.770,-0.436879,nan
2pog,2pog_457,1.050,-1.424520,nan
2pog,2pog_468,1.350,-1.411078,nan
2pog,2pog_470,3.020,-1.451810,nan
2pog,2pog_473,2.240,-1.231668,nan
2pog,2pog_479,3.200,-1.863944,nan
2pog,2pog_491,3.100,-1.986375,nan
2pog,2pog_522,2.520,-1.299846,nan
2pog,2pog_530,1.290,-1.010279,nan
2pog,2pog_531,1.670,-1.571823,nan
2pog,2pog_540,0.960,-1.174727,nan
2pog,2pog_552,1.520,-1.359922,nan
2pog,2pog_572,4.210,-3.702976,nan
2pog,2pog_592,2.060,-1.921478,nan
2pog,2pog_593,4.260,-3.907296,nan
2pog,2pog_594,2.660,-1.452718,nan
2pog,2pog_619,3.040,-1.699290,nan
2pog,2pog_627,3.110,-2.631368,nan
2pog,2pog_652,2.190,-1.627212,nan
2pog,2pog_661,3.130,-1.727246,nan
2pog,2pog_694,3.040,-1.370321,nan
2pog,2pog_729,0.710,-0.356379,nan
2pog,2pog_731,0.650,-0.524130,nan
2pog,2pog_734,0.870,-0.731647,nan
2pog,2pog_750,1.030,-0.488215,nan
2pog,2pog_752,1.530,-0.833053,nan
2pog,2pog_760,3.990,-3.315012,nan
2pog,2pog_772,2.760,-1.377079,nan
2pog,2pog_777,3.010,-1.865782,nan
2pog,2pog_785,2.660,-0.862243,nan
2pog,2pog_787,2.970,-1.769682,nan
2pog,2pog_788,4.140,-3.866854,nan
2pog,2pog_791,2.600,-1.941037,nan
2pog,2pog_792,2.680,-2.253510,nan
2pog,2pog_853,1.200,-1.314580,nan
2pog,2pog_856,0.650,-0.410026,nan
2pog,2pog_876,0.850,-0.561831,nan
2pog,2pog_967,0.440,-0.595878,nan
2pog,2pog_994,0.710,-0.327372,nan
2qbp,2qbp_100,7.070,-6.211860,nan
2qbp,2qbp_103,6.770,-5.829255,nan
2qbp,2qbp_110,9.850,-8.487572,nan
2qbp,2qbp_118,5.990,-4.545632,nan
2qbp,2qbp_125,7.370,-6.787320,nan
2qbp,2qbp_13,1.400,-0.715369,nan
2qbp,2qbp_152,7.790,-6.740222,nan
2qbp,2qbp_155,8.340,-7.945154,nan
2qbp,2qbp_158,7.170,-5.531255,nan
2qbp,2qbp_160,7.220,-6.015870,nan
2qbp,2qbp_168,9.070,-8.466589,nan
2qbp,2qbp_187,9.020,-8.301462,nan
2qbp,2qbp_19,7.140,-5.810136,nan
2qbp,2qbp_191,7.480,-7.283303,nan
2qbp,2qbp_204,3.070,-1.572373,nan
2qbp,2qbp_207,6.390,-5.406552,nan
2qbp,2qbp_208,4.980,-3.606639,nan
2qbp,2qbp_225,0.990,-0.903418,nan
2qbp,2qbp_23,6.520,-5.313821,nan
2qbp,2qbp_233,8.790,-7.982841,nan
2qbp,2qbp_234,5.850,-4.870814,nan
2qbp,2qbp_239,4.800,-3.481667,nan
2qbp,2qbp_255,5.800,-4.764224,nan
2qbp,2qbp_256,4.470,-2.006639,nan
2qbp,2qbp_259,0.840,-0.708123,nan
2qbp,2qbp_260,1.540,-1.334195,nan
2qbp,2qbp_265,2.090,-1.102208,nan
2qbp,2qbp_268,8.370,-7.873772,nan
2qbp,2qbp_27,9.110,-7.905830,nan
2qbp,2qbp_272,0.590,-0.614980,nan
2qbp,2qbp_276,0.900,-0.406151,nan
2qbp,2qbp_28,1.850,-0.525221,nan
2qbp,2qbp_283,5.870,-5.586704,nan
2qbp,2qbp_286,6.470,-5.366408,nan
2qbp,2qbp_288,0.770,-0.500491,nan
2qbp,2qbp_29,0.900,-0.409177,nan
2qbp,2qbp_292,1.340,-1.048682,nan
2qbp,2qbp_297,5.300,-4.005988,nan
2qbp,2qbp_310,8.870,-8.312619,nan
2qbp,2qbp_35,6.100,-5.503077,nan
2qbp,2qbp_368,7.050,-5.322725,nan
2qbp,2qbp_37,3.260,-1.457323,nan
2qbp,2qbp_371,4.630,-3.720581,nan
2qbp,2qbp_411,1.960,-1.341656,nan
2qbp,2qbp_415,9.050,-1.738463,nan
2qbp,2qbp_463,3.320,-2.446043,nan
2qbp,2qbp_464,8.870,-2.581141,nan
2qbp,2qbp_488,2.270,-1.711784,nan
2qbp,2qbp_489,2.140,-2.126556,nan
2qbp,2qbp_491,9.930,-2.271603,nan
2qbp,2qbp_498,3.690,-1.974659,nan
2qbp,2qbp_50,6.020,-4.499128,nan
2qbp,2qbp_503,3.540,-3.571096,nan
2qbp,2qbp_504,7.640,-6.709427,nan
2qbp,2qbp_528,1.840,-1.924016,nan
2qbp,2qbp_53,2.650,-1.876589,nan
2qbp,2qbp_546,4.870,-3.907392,nan
2qbp,2qbp_549,3.450,-2.742557,nan
2qbp,2qbp_554,4.010,-3.107198,nan
2qbp,2qbp_558,2.480,-2.027522,nan
2qbp,2qbp_559,5.640,-5.363529,nan
2qbp,2qbp_561,3.470,-2.464447,nan
2qbp,2qbp_567,2.240,-0.894536,nan
2qbp,2qbp_572,2.520,-2.249023,nan
2qbp,2qbp_585,4.470,-3.820390,nan
2qbp,2qbp_591,9.880,-3.194184,nan
2qbp,2qbp_593,6.810,-6.763151,nan
2qbp,2qbp_596,7.240,-7.193140,nan
2qbp,2qbp_608,6.160,-4.974068,nan
2qbp,2qbp_615,8.930,-1.595823,nan
2qbp,2qbp_622,4.330,-3.330430,nan
2qbp,2qbp_623,4.350,-3.087727,nan
2qbp,2qbp_630,2.910,-2.500837,nan
2qbp,2qbp_631,9.370,-4.483692,nan
2qbp,2qbp_648,6.380,-4.545793,nan
2qbp,2qbp_650,9.810,-6.636191,nan
2qbp,2qbp_654,1.900,-2.304475,nan
2qbp,2qbp_656,3.390,-3.103363,nan
2qbp,2qbp_665,9.580,-8.548820,nan
2qbp,2qbp_676,5.310,-3.006996,nan
2qbp,2qbp_690,8.320,-5.926311,nan
2qbp,2qbp_693,4.320,-3.097619,nan
2qbp,2qbp_695,8.670,-6.368439,nan
2qbp,2qbp_71,5.190,-3.911402,nan
2qbp,2qbp_74,5.700,-4.708213,nan
2qbp,2qbp_741,3.070,-1.476661,nan
2qbp,2qbp_744,3.810,-1.689999,nan
2qbp,2qbp_78,6.870,-5.282516,nan
2qbp,2qbp_79,2.290,-1.002054,nan
2qbp,2qbp_80,1.610,-1.095336,nan
2qbp,2qbp_84,8.310,-8.036064,nan
2qbp,2qbp_85,8.780,-6.787875,nan
2qbp,2qbp_890,5.790,-4.139315,nan
2qbp,2qbp_92,1.570,-0.719787,nan
2qbp,2qbp_94,1.990,-0.541043,nan
2qbp,2qbp_97,2.160,-0.661544,nan
2qbq,2qbq_121,0.990,-1.081324,nan
2qbq,2qbq_128,8.390,-1.414298,nan
2qbq,2qbq_16,2.100,-1.258824,nan
2qbq,2qbq_184,8.000,-2.778089,nan
2qbq,2qbq_216,1.330,-1.019420,nan
2qbq,2qbq_226,1.120,-1.110814,nan
2qbq,2qbq_227,1.030,-1.157538,nan
2qbq,2qbq_235,0.920,-0.952478,nan
2qbq,2qbq_236,1.070,-0.612638,nan
2qbq,2qbq_248,0.920,-0.833517,nan
2qbq,2qbq_276,0.550,-0.721065,nan
2qbq,2qbq_300,0.700,-0.604159,nan
2qbq,2qbq_309,6.250,-6.403180,nan
2qbq,2qbq_324,6.210,-4.226320,nan
2qbq,2qbq_332,6.520,-6.754925,nan
2qbq,2qbq_364,9.210,-1.161517,nan
2qbq,2qbq_370,8.040,-8.352939,nan
2qbq,2qbq_372,5.110,-5.470290,nan
2qbq,2qbq_388,0.850,-0.685925,nan
2qbq,2qbq_39,7.210,-6.698053,nan
2qbq,2qbq_391,7.220,-8.140693,nan
2qbq,2qbq_402,8.530,-1.817191,nan
2qbq,2qbq_410,7.750,-1.228066,nan
2qbq,2qbq_416,9.350,-2.954766,nan
2qbq,2qbq_433,2.890,-2.025131,nan
2qbq,2qbq_434,9.310,-2.981818,nan
2qbq,2qbq_436,7.970,-2.164310,nan
2qbq,2qbq_448,8.070,-3.031315,nan
2qbq,2qbq_45,1.520,-0.642068,nan
2qbq,2qbq_453,2.220,-2.149343,nan
2qbq,2qbq_458,8.410,-2.643901,nan
2qbq,2qbq_460,3.340,-2.770483,nan
2qbq,2qbq_463,7.760,-1.985420,nan
2qbq,2qbq_466,7.770,-2.096588,nan
2qbq,2qbq_468,3.080,-2.088281,nan
2qbq,2qbq_471,2.640,-2.434023,nan
2qbq,2qbq_473,9.050,-1.997268,nan
2qbq,2qbq_476,1.930,-2.107212,nan
2qbq,2qbq_483,4.430,-3.320028,nan
2qbq,2qbq_484,9.220,-3.012661,nan
2qbq,2qbq_489,9.500,-3.860071,nan
2qbq,2qbq_490,3.070,-2.614109,nan
2qbq,2qbq_496,2.550,-2.094556,nan
2qbq,2qbq_497,2.070,-1.035969,nan
2qbq,2qbq_500,1.760,-1.685756,nan
2qbq,2qbq_503,3.860,-2.553667,nan
2qbq,2qbq_513,6.570,-2.323674,nan
2qbq,2qbq_521,1.970,-1.339296,nan
2qbq,2qbq_532,5.100,-2.573357,nan
2qbq,2qbq_548,4.860,-2.591816,nan
2qbq,2qbq_556,6.390,-2.893989,nan
2qbq,2qbq_562,3.470,-3.149912,nan
2qbq,2qbq_565,3.640,-3.533101,nan
2qbq,2qbq_566,6.050,-3.016053,nan
2qbq,2qbq_576,5.750,-5.710553,nan
2qbq,2qbq_581,5.990,-4.660015,nan
2qbq,2qbq_582,5.050,-6.346637,nan
2qbq,2qbq_589,3.790,-1.763348,nan
2qbq,2qbq_595,5.640,-2.752375,nan
2qbq,2qbq_607,3.280,-2.309902,nan
2qbq,2qbq_61,6.660,-5.019067,nan
2qbq,2qbq_617,3.520,-2.778870,nan
2qbq,2qbq_63,9.100,-6.555980,nan
2qbq,2qbq_633,4.090,-2.369758,nan
2qbq,2qbq_641,2.400,-1.425750,nan
2qbq,2qbq_642,4.160,-4.627852,nan
2qbq,2qbq_65,6.900,-5.894642,nan
2qbq,2qbq_651,4.340,-3.459873,nan
2qbq,2qbq_653,7.160,-5.084550,nan
2qbq,2qbq_663,4.240,-3.313312,nan
2qbq,2qbq_669,4.300,-2.367021,nan
2qbq,2qbq_679,8.130,-2.555198,nan
2qbq,2qbq_681,8.980,-6.480495,nan
2qbq,2qbq_686,2.940,-3.372937,nan
2qbq,2qbq_690,2.770,-2.287562,nan
2qbq,2qbq_693,8.020,-5.519225,nan
2qbq,2qbq_70,2.490,-1.565362,nan
2qbq,2qbq_720,0.830,-1.000992,nan
2qbq,2qbq_726,1.470,-1.735072,nan
2qbq,2qbq_736,6.740,-4.234308,nan
2qbq,2qbq_744,5.560,-3.461691,nan
2qbq,2qbq_752,0.380,-0.737107,nan
2qbq,2qbq_757,4.340,-2.333236,nan
2qbq,2qbq_759,9.050,-7.025896,nan
2qbq,2qbq_775,8.220,-5.052687,nan
2qbq,2qbq_778,9.620,-7.810677,nan
2qbq,2qbq_779,8.080,-6.941874,nan
2qbq,2qbq_784,5.500,-2.995154,nan
2qbq,2qbq_785,6.400,-4.640517,nan
2qbq,2qbq_790,5.850,-5.045669,nan
2qbq,2qbq_8,4.600,-3.237323,nan
2qbq,2qbq_832,3.390,-1.042067,nan
2qbq,2qbq_838,1.150,-1.576890,nan
2qbq,2qbq_843,0.900,-0.309073,nan
2qbq,2qbq_844,5.990,-2.420378,nan
2qbq,2qbq_882,7.020,-4.770289,nan
2qbq,2qbq_906,9.030,-5.683591,nan
2qbq,2qbq_94,7.430,-4.316683,nan
2qbq,2qbq_97,0.910,-0.584496,nan
2qbq,2qbq_970,4.550,-2.315799,nan
2qbr,2qbr_1000,5.430,-4.686952,nan
2qbr,2qbr_121,0.990,-1.342191,nan
2qbr,2qbr_157,7.720,-5.840128,nan
2qbr,2qbr_170,7.340,-6.412744,nan
2qbr,2qbr_197,8.210,-0.884582,nan
2qbr,2qbr_20,0.910,-0.487235,nan
2qbr,2qbr_201,0.650,-1.327448,nan
2qbr,2qbr_259,1.440,-1.148388,nan
2qbr,2qbr_270,1.090,-0.593204,nan
2qbr,2qbr_282,0.910,-0.379004,nan
2qbr,2qbr_293,0.910,-0.693122,nan
2qbr,2qbr_301,1.100,-1.414195,nan
2qbr,2qbr_353,0.860,-0.847474,nan
2qbr,2qbr_375,8.210,-5.595942,nan
2qbr,2qbr_385,0.800,-1.236593,nan
2qbr,2qbr_394,7.460,-7.202765,nan
2qbr,2qbr_402,2.190,-1.364804,nan
2qbr,2qbr_409,7.950,-1.861645,nan
2qbr,2qbr_410,1.560,-1.322649,nan
2qbr,2qbr_424,7.780,-2.067055,nan
2qbr,2qbr_427,4.160,-3.328778,nan
2qbr,2qbr_428,6.890,-5.470327,nan
2qbr,2qbr_429,1.950,-1.279509,nan
2qbr,2qbr_432,8.570,-1.099857,nan
2qbr,2qbr_439,8.160,-3.398185,nan
2qbr,2qbr_445,7.720,-0.513573,nan
2qbr,2qbr_447,7.950,-1.195579,nan
2qbr,2qbr_45,1.600,-0.990586,nan
2qbr,2qbr_450,7.070,-1.458515,nan
2qbr,2qbr_455,3.160,-2.591207,nan
2qbr,2qbr_469,3.030,-2.420544,nan
2qbr,2qbr_473,2.850,-2.397185,nan
2qbr,2qbr_474,8.630,-2.046533,nan
2qbr,2qbr_486,3.160,-1.749563,nan
2qbr,2qbr_487,7.290,-5.283931,nan
2qbr,2qbr_488,8.950,-3.458716,nan
2qbr,2qbr_497,8.120,-8.089884,nan
2qbr,2qbr_514,1.600,-1.601061,nan
2qbr,2qbr_516,6.500,-5.599664,nan
2qbr,2qbr_517,3.470,-2.776544,nan
2qbr,2qbr_522,4.220,-2.844415,nan
2qbr,2qbr_523,3.050,-3.882485,nan
2qbr,2qbr_526,1.740,-1.948502,nan
2qbr,2qbr_527,4.620,-3.781593,nan
2qbr,2qbr_532,4.500,-3.127078,nan
2qbr,2qbr_536,4.400,-5.022846,nan
2qbr,2qbr_555,2.510,-1.929818,nan
2qbr,2qbr_563,2.300,-2.190104,nan
2qbr,2qbr_566,5.040,-3.247434,nan
2qbr,2qbr_573,5.450,-4.614480,nan
2qbr,2qbr_582,2.230,-1.591194,nan
2qbr,2qbr_583,6.560,-5.017082,nan
2qbr,2qbr_590,5.030,-4.627120,nan
2qbr,2qbr_593,3.480,-3.235457,nan
2qbr,2qbr_595,4.340,-2.611769,nan
2qbr,2qbr_61,0.970,-0.678348,nan
2qbr,2qbr_617,2.490,-1.737028,nan
2qbr,2qbr_629,2.450,-1.806121,nan
2qbr,2qbr_633,1.940,-2.113540,nan
2qbr,2qbr_639,6.220,-7.086096,nan
2qbr,2qbr_645,2.860,-2.689589,nan
2qbr,2qbr_647,1.920,-2.019852,nan
2qbr,2qbr_656,8.170,-6.951966,nan
2qbr,2qbr_663,8.590,-1.469515,nan
2qbr,2qbr_667,5.010,-5.883779,nan
2qbr,2qbr_677,3.170,-2.875124,nan
2qbr,2qbr_689,5.770,-5.590917,nan
2qbr,2qbr_690,2.130,-1.759947,nan
2qbr,2qbr_699,3.890,-4.504606,nan
2qbr,2qbr_764,4.330,-2.378201,nan
2qbr,2qbr_765,3.560,-2.119555,nan
2qbr,2qbr_767,6.070,-4.276135,nan
2qbr,2qbr_771,3.850,-3.097479,nan
2qbr,2qbr_777,5.850,-3.959744,nan
2qbr,2qbr_778,0.870,-0.581871,nan
2qbr,2qbr_780,0.960,-0.600920,nan
2qbr,2qbr_782,6.140,-4.328694,nan
2qbr,2qbr_790,4.050,-3.726696,nan
2qbr,2qbr_796,6.160,-5.263843,nan
2qbr,2qbr_797,8.200,-7.082732,nan
2qbr,2qbr_798,7.790,-7.339487,nan
2qbr,2qbr_799,5.870,-4.275975,nan
2qbr,2qbr_802,6.460,-5.315338,nan
2qbr,2qbr_81,2.230,-2.003947,nan
2qbr,2qbr_821,5.640,-4.068573,nan
2qbr,2qbr_856,5.580,-5.462190,nan
2qbr,2qbr_875,6.500,-6.059278,nan
2qbr,2qbr_887,6.020,-5.620144,nan
2qbr,2qbr_895,4.190,-1.705664,nan
2qbr,2qbr_900,4.070,-3.788815,nan
