pdbid,pose,rmsd,head,pll
2yge,2yge_786,4.160,-3.745667,-4.328328
2yge,2yge_787,4.860,-2.996423,-3.846119
2yge,2yge_792,4.210,-3.934382,-4.842449
2yge,2yge_798,3.640,-4.119529,-4.237100
2yge,2yge_842,1.250,-0.843947,-4.009049
2yge,2yge_882,0.970,-0.558782,-4.221687
2yge,2yge_892,4.660,-3.744534,-3.792068
2yge,2yge_966,1.080,-0.880280,-3.870335
2yge,2yge_985,1.200,-0.703832,-3.900161
2yki,2yki_239,0.640,-1.252405,-5.715275
2yki,2yki_363,0.280,-0.757288,-5.244947
2yki,2yki_401,0.950,-1.230878,-6.098318
2yki,2yki_407,0.780,-0.881986,-5.867519
2yki,2yki_408,2.050,-1.659833,-5.975411
2yki,2yki_441,1.920,-1.722960,-5.608133
2yki,2yki_455,1.200,-1.351351,-5.714896
2yki,2yki_464,4.070,-2.264953,-5.746967
2yki,2yki_476,2.370,-2.006217,-5.962071
2yki,2yki_483,3.420,-2.571197,-5.847821
2yki,2yki_486,2.480,-1.707318,-5.578515
2yki,2yki_496,3.020,-2.066499,-5.168743
2yki,2yki_515,3.060,-2.261190,-5.471152
2yki,2yki_525,5.130,-2.912899,-5.989451
2yki,2yki_529,1.610,-1.423623,-5.892818
2yki,2yki_537,2.300,-1.638451,-5.833573
2yki,2yki_549,3.130,-2.506427,-6.070862
2yki,2yki_569,3.740,-1.875757,-5.416310
2yki,2yki_57,0.810,-1.189157,-6.062581
2yki,2yki_573,3.420,-2.343482,-5.761507
2yki,2yki_577,5.190,-2.039044,-5.605573
2yki,2yki_588,1.530,-1.646284,-5.808719
2yki,2yki_592,2.550,-2.021612,-5.574370
2yki,2yki_594,5.130,-2.735229,-5.644030
2yki,2yki_656,4.090,-2.378139,-5.212434
2yki,2yki_660,6.020,-3.863647,-5.448052
2yki,2yki_676,3.910,-2.718110,-5.599593
2yki,2yki_678,4.060,-2.391667,-5.123567
2yki,2yki_695,5.570,-4.928412,-6.035885
2yki,2yki_701,0.490,-0.607638,-6.097379
2yki,2yki_716,4.350,-1.769384,-5.621727
2yki,2yki_719,3.930,-1.470214,-6.137199
2yki,2yki_723,2.040,-1.572748,-6.144143
2yki,2yki_725,1.990,-0.860738,-5.485540
2yki,2yki_729,8.170,-7.782056,-6.390533
2yki,2yki_734,4.070,-1.457964,-5.104238
2yki,2yki_736,8.210,-7.223289,-5.787995
2yki,2yki_739,8.530,-7.922621,-5.789337
2yki,2yki_742,8.270,-8.162901,-6.331510
2yki,2yki_743,8.430,-7.954590,-6.406424
2yki,2yki_747,5.480,-3.178785,-5.375352
2yki,2yki_748,3.770,-1.511186,-5.278116
2yki,2yki_749,7.590,-8.203208,-6.769305
2yki,2yki_750,8.520,-7.842183,-6.309138
2yki,2yki_751,8.370,-8.368089,-6.532058
2yki,2yki_753,9.650,-8.395880,-5.857429
2yki,2yki_755,7.940,-8.313346,-5.897833
2yki,2yki_756,8.300,-7.800232,-5.925212
2yki,2yki_757,8.250,-7.717944,-5.711574
2yki,2yki_758,6.650,-4.782868,-5.960048
2yki,2yki_759,8.240,-7.748513,-6.078727
2yki,2yki_760,5.060,-2.332715,-5.592869
2yki,2yki_761,9.780,-8.402809,-6.106406
2yki,2yki_762,7.570,-7.108660,-6.284497
2yki,2yki_764,6.930,-6.934330,-5.570858
2yki,2yki_765,1.890,-1.585430,-5.463955
2yki,2yki_766,5.180,-2.033294,-5.660067
2yki,2yki_768,4.300,-1.426148,-6.355162
2yki,2yki_770,5.140,-2.535202,-5.502103
2yki,2yki_771,6.190,-4.388628,-5.429522
2yki,2yki_773,6.480,-5.617306,-5.741875
2yki,2yki_776,6.370,-5.288524,-5.733054
2yki,2yki_777,5.270,-3.817604,-5.811180
2yki,2yki_778,5.730,-3.640157,-5.451428
2yki,2yki_780,2.050,-1.692476,-5.627748
2yki,2yki_783,4.800,-2.155576,-6.257542
2yki,2yki_787,4.950,-2.394913,-6.294492
2yki,2yki_796,2.140,-1.366760,-6.111384
2yki,2yki_814,1.940,-1.303412,-5.824593
2yki,2yki_816,1.130,-0.977053,-5.597908
2yki,2yki_818,0.930,-1.015614,-5.822210
2yki,2yki_828,1.420,-0.973704,-5.864777
2yki,2yki_830,0.980,-0.807352,-5.637759
2yki,2yki_841,1.130,-0.909287,-5.622841
2yki,2yki_864,3.800,-1.323922,-5.450833
2yki,2yki_866,4.010,-1.588403,-5.522442
2yki,2yki_869,7.660,-6.937070,-6.675642
2yki,2yki_877,7.570,-7.592721,-5.994571
2yki,2yki_879,4.170,-1.648903,-5.640070
2yki,2yki_880,6.710,-6.792464,-5.599017
2yki,2yki_886,6.730,-6.785532,-5.522448
2yki,2yki_893,0.940,-0.818104,-5.922474
2yki,2yki_933,0.840,-0.773369,-5.801235
2yki,2yki_982,2.250,-1.140780,-5.633030
2yki,2yki_985,2.080,-1.421109,-6.080992
2ymd,2ymd_229,0.420,-0.322523,-0.974694
2ymd,2ymd_3,0.400,-0.380306,-0.845305
2ymd,2ymd_403,0.780,-0.889058,-1.322691
2ymd,2ymd_405,1.000,-1.104777,-1.147961
2ymd,2ymd_410,0.830,-0.823527,-1.688640
2ymd,2ymd_416,1.220,-0.947930,-1.346198
2ymd,2ymd_426,1.120,-1.283789,-1.245739
2ymd,2ymd_427,1.190,-0.759053,-1.727248
2ymd,2ymd_433,0.890,-1.339255,-1.166763
2ymd,2ymd_434,4.180,-1.412649,-1.964659
2ymd,2ymd_435,2.380,-1.654418,-1.041050
2ymd,2ymd_436,1.530,-1.080071,-1.854200
2ymd,2ymd_439,3.970,-0.865420,-1.285861
2ymd,2ymd_456,4.030,-1.297293,-1.971301
2ymd,2ymd_458,1.090,-0.905792,-1.222083
2ymd,2ymd_484,1.530,-1.285357,-2.276436
2ymd,2ymd_486,2.570,-1.353532,-1.673565
2ymd,2ymd_489,2.720,-2.018217,-1.482664
2ymd,2ymd_492,4.070,-1.661174,-2.600788
2ymd,2ymd_496,4.490,-1.889696,-1.655807
2ymd,2ymd_497,4.000,-1.534154,-1.964529
2ymd,2ymd_510,3.950,-2.913381,-1.793620
2ymd,2ymd_521,2.060,-1.004796,-1.573402
2ymd,2ymd_533,3.900,-0.988181,-2.137221
2ymd,2ymd_539,2.380,-2.148334,-1.685558
2ymd,2ymd_547,4.090,-1.713276,-1.730895
2ymd,2ymd_555,0.920,-1.185225,-1.362684
2ymd,2ymd_557,4.770,-2.129143,-2.207726
2ymd,2ymd_561,1.000,-0.699866,-0.735372
2ymd,2ymd_567,4.200,-2.811579,-2.393848
2ymd,2ymd_585,1.760,-1.869065,-1.487027
2ymd,2ymd_587,1.520,-1.893019,-1.767512
2ymd,2ymd_588,1.290,-1.515525,-2.394589
2ymd,2ymd_591,4.460,-3.856575,-2.395573
2ymd,2ymd_593,3.860,-1.940234,-1.634564
2ymd,2ymd_618,3.990,-1.316124,-1.905598
2ymd,2ymd_623,3.650,-2.229948,-2.181716
2ymd,2ymd_626,2.660,-1.142381,-1.501449
2ymd,2ymd_651,3.350,-2.400962,-1.884123
2ymd,2ymd_665,3.850,-1.856353,-1.460432
2ymd,2ymd_670,2.520,-1.964883,-1.023863
2ymd,2ymd_672,1.480,-0.664609,-1.156995
2ymd,2ymd_674,2.830,-1.562625,-1.256327
2ymd,2ymd_680,2.050,-1.785226,-1.751025
2ymd,2ymd_681,3.600,-1.927400,-1.540975
2ymd,2ymd_687,2.620,-2.145881,-1.801935
2ymd,2ymd_688,5.630,-5.712347,-2.475458
2ymd,2ymd_694,5.110,-3.988060,-2.016387
2ymd,2ymd_695,4.020,-1.354965,-1.774840
2ymd,2ymd_773,4.380,-0.896618,-1.780568
2ymd,2ymd_889,0.820,-0.371321,-1.642415
2ymd,2ymd_89,0.480,-0.618126,-1.404050
2zb1,2zb1_105,0.770,-0.350294,-0.914454
2zb1,2zb1_16,0.600,-0.458776,-1.671342
2zb1,2zb1_203,0.780,-0.649296,-1.601142
2zb1,2zb1_206,0.780,-0.428332,-1.600143
2zb1,2zb1_329,0.430,-0.378443,-1.351202
2zb1,2zb1_423,1.250,-1.181046,-1.921302
2zb1,2zb1_425,1.170,-1.100553,-1.631457
2zb1,2zb1_426,1.000,-0.872210,-1.318007
2zb1,2zb1_461,2.340,-1.219569,-1.202491
2zb1,2zb1_469,7.140,-2.974085,-1.881226
2zb1,2zb1_475,6.870,-2.239628,-1.513923
2zb1,2zb1_476,2.040,-1.827573,-1.619397
2zb1,2zb1_479,2.060,-1.229350,-1.985374
2zb1,2zb1_485,1.690,-1.746842,-1.515767
2zb1,2zb1_487,1.510,-0.915803,-1.510173
2zb1,2zb1_488,1.810,-1.631894,-1.840228
2zb1,2zb1_494,7.110,-2.760220,-2.327054
2zb1,2zb1_510,0.990,-1.150187,-1.729890
2zb1,2zb1_515,2.020,-2.206308,-1.805316
2zb1,2zb1_533,2.790,-1.288992,-2.088025
2zb1,2zb1_541,4.260,-1.090118,-2.207009
2zb1,2zb1_549,7.480,-2.992726,-2.189927
2zb1,2zb1_55,0.410,-0.504782,-1.292611
2zb1,2zb1_565,4.410,-4.065470,-2.172686
2zb1,2zb1_568,3.570,-2.042378,-2.071128
2zb1,2zb1_570,3.750,-1.711801,-1.313076
2zb1,2zb1_573,7.880,-3.914304,-1.569917
2zb1,2zb1_576,8.430,-5.243649,-2.922985
2zb1,2zb1_577,7.360,-2.411245,-1.663024
2zb1,2zb1_578,7.510,-2.804459,-1.845114
2zb1,2zb1_580,8.300,-4.043502,-2.046098
2zb1,2zb1_581,8.050,-3.849349,-1.969159
2zb1,2zb1_582,7.870,-6.260033,-1.891201
2zb1,2zb1_585,6.590,-1.821928,-1.132687
2zb1,2zb1_588,4.430,-1.674449,-1.876623
2zb1,2zb1_590,6.720,-2.386462,-1.871382
2zb1,2zb1_593,8.340,-4.834240,-2.833963
2zb1,2zb1_597,8.450,-5.232590,-2.587864
2zb1,2zb1_599,6.650,-2.182754,-1.686695
2zb1,2zb1_622,6.680,-1.994135,-1.645547
2zb1,2zb1_626,6.490,-1.887633,-1.526145
2zb1,2zb1_636,1.310,-1.465338,-1.259375
2zb1,2zb1_639,3.600,-1.640082,-2.214982
2zb1,2zb1_645,2.730,-1.223419,-2.034811
2zb1,2zb1_651,3.410,-0.825119,-1.212326
2zb1,2zb1_658,6.760,-1.945520,-2.373759
2zb1,2zb1_660,7.820,-3.719503,-2.748381
2zb1,2zb1_663,4.140,-2.010167,-1.798534
2zb1,2zb1_665,8.350,-4.127174,-1.795228
2zb1,2zb1_667,7.910,-3.940512,-2.240089
2zb1,2zb1_669,1.730,-1.042387,-1.493281
2zb1,2zb1_672,1.520,-0.959695,-1.300053
2zb1,2zb1_673,6.580,-1.555674,-1.511118
2zb1,2zb1_678,6.750,-1.474948,-1.872128
2zb1,2zb1_680,2.030,-1.569575,-1.624409
2zb1,2zb1_683,3.070,-1.600401,-1.571331
2zb1,2zb1_686,7.580,-3.445121,-2.416449
2zb1,2zb1_688,2.300,-2.098181,-1.696542
2zb1,2zb1_689,3.350,-1.090104,-1.332766
2zb1,2zb1_699,4.470,-1.999362,-1.703210
2zb1,2zb1_726,0.890,-0.352351,-2.220067
2zb1,2zb1_741,9.240,-6.130011,-2.265835
2zb1,2zb1_742,8.550,-5.114054,-2.833667
2zb1,2zb1_744,9.020,-6.043468,-2.756365
2zb1,2zb1_745,6.870,-0.991952,-1.960823
2zb1,2zb1_760,8.950,-6.466611,-2.273321
2zb1,2zb1_761,8.900,-6.673955,-2.213692
2zb1,2zb1_763,8.280,-4.398995,-1.991417
2zb1,2zb1_821,2.020,-1.397115,-1.259563
2zb1,2zb1_85,1.040,-0.681933,-1.533499
2zb1,2zb1_875,2.110,-1.910991,-1.313212
2zb1,2zb1_963,1.470,-0.364632,-1.526043
2zb1,2zb1_98,0.630,-0.555879,-1.111452
2zcq,2zcq_1,1.800,-1.015678,-1.375986
2zcq,2zcq_10,1.010,-0.871347,-0.991801
2zcq,2zcq_12,2.940,-2.049654,-1.223435
2zcq,2zcq_168,1.980,-1.322364,-1.513491
2zcq,2zcq_213,2.770,-2.088884,-1.197911
2zcq,2zcq_227,0.850,-0.593515,-0.966546
2zcq,2zcq_254,0.840,-0.805568,-1.306077
2zcq,2zcq_259,0.550,-0.531740,-1.028440
2zcq,2zcq_263,2.070,-1.102682,-1.389962
2zcq,2zcq_27,0.940,-0.620224,-1.626890
2zcq,2zcq_274,3.570,-3.400325,-1.209147
2zcq,2zcq_281,0.920,-0.448570,-0.988455
2zcq,2zcq_284,1.270,-0.599379,-0.874031
2zcq,2zcq_311,0.960,-0.302304,-1.614364
2zcq,2zcq_36,0.560,-0.538019,-1.246988
2zcq,2zcq_369,0.970,-0.517060,-1.669191
2zcq,2zcq_423,7.690,-2.736155,-1.841621
2zcq,2zcq_427,8.050,-3.945176,-1.629762
2zcq,2zcq_432,6.880,-4.680051,-3.409131
2zcq,2zcq_440,4.060,-3.823651,-1.905438
2zcq,2zcq_444,7.450,-3.836929,-2.411785
2zcq,2zcq_447,7.270,-4.371871,-4.199306
2zcq,2zcq_451,8.350,-3.166567,-1.962207
2zcq,2zcq_454,2.550,-1.869738,-1.424003
2zcq,2zcq_457,6.200,-5.612828,-3.278339
2zcq,2zcq_458,8.010,-2.716241,-1.532132
2zcq,2zcq_460,8.090,-4.094944,-2.322337
2zcq,2zcq_461,7.620,-2.643455,-1.866114
2zcq,2zcq_462,6.980,-3.504365,-2.685977
2zcq,2zcq_463,1.670,-1.552814,-1.512313
2zcq,2zcq_468,3.960,-2.977958,-2.263505
2zcq,2zcq_470,7.790,-2.546003,-2.593131
2zcq,2zcq_471,8.000,-1.646981,-1.655054
2zcq,2zcq_473,7.620,-3.998397,-2.258792
2zcq,2zcq_474,1.950,-1.366835,-2.542243
2zcq,2zcq_475,4.130,-3.078227,-2.026960
2zcq,2zcq_48,0.930,-0.858973,-1.479775
2zcq,2zcq_482,4.110,-3.585371,-2.434297
2zcq,2zcq_486,8.450,-2.427071,-1.380255
2zcq,2zcq_498,8.340,-3.155461,-1.909441
2zcq,2zcq_499,5.790,-4.497720,-3.601613
2zcq,2zcq_520,3.240,-2.999584,-1.838274
2zcq,2zcq_525,4.410,-4.014108,-1.413163
2zcq,2zcq_528,3.540,-3.483644,-2.278250
2zcq,2zcq_529,2.170,-2.156439,-1.420700
2zcq,2zcq_542,4.110,-1.979366,-2.551443
2zcq,2zcq_554,9.320,-3.526452,-2.607113
2zcq,2zcq_558,4.340,-4.082191,-2.198350
2zcq,2zcq_563,1.970,-1.453581,-1.379057
2zcq,2zcq_578,3.910,-3.581649,-2.007966
2zcq,2zcq_580,5.300,-5.156743,-2.024202
2zcq,2zcq_581,5.010,-5.588678,-1.872029
2zcq,2zcq_583,2.050,-1.956167,-1.812881
2zcq,2zcq_584,5.350,-4.741046,-2.574727
2zcq,2zcq_587,5.710,-4.089883,-2.238602
2zcq,2zcq_593,8.220,-2.054211,-2.568476
2zcq,2zcq_598,5.900,-5.445881,-1.864918
2zcq,2zcq_606,4.120,-3.249801,-1.575619
2zcq,2zcq_612,2.560,-1.526007,-1.535394
2zcq,2zcq_620,2.520,-2.394302,-1.319169
2zcq,2zcq_628,3.880,-3.296294,-2.080996
2zcq,2zcq_636,1.790,-1.339737,-1.617045
2zcq,2zcq_665,3.810,-3.037251,-1.395330
2zcq,2zcq_669,2.560,-2.942690,-2.178265
2zcq,2zcq_671,2.590,-2.733824,-1.808700
2zcq,2zcq_680,3.110,-2.686298,-2.260812
2zcq,2zcq_682,4.050,-4.027013,-1.401304
2zcq,2zcq_687,9.060,-8.333734,-2.990055
2zcq,2zcq_689,8.840,-8.349777,-2.486465
2zcq,2zcq_707,6.040,-7.982882,-2.642144
2zcq,2zcq_716,7.180,-8.354392,-2.035150
2zcq,2zcq_726,5.970,-7.860685,-2.221605
2zcq,2zcq_743,6.190,-8.188766,-2.357946
2zcq,2zcq_745,8.610,-3.952899,-2.189621
2zcq,2zcq_747,5.370,-5.786315,-1.819009
2zcq,2zcq_756,8.740,-4.909849,-2.117171
2zcq,2zcq_76,0.800,-0.529590,-1.454389
2zcq,2zcq_762,6.660,-8.281811,-2.146228
2zcq,2zcq_769,4.500,-4.532403,-1.822588
2zcq,2zcq_784,3.530,-2.515830,-1.954715
2zcq,2zcq_785,6.790,-3.673290,-2.440811
2zcq,2zcq_786,6.260,-3.295096,-2.737161
2zcq,2zcq_787,4.310,-3.936024,-2.385177
2zcq,2zcq_860,7.790,-4.744910,-1.819536
2zcq,2zcq_88,1.900,-1.239816,-1.529965
2zcq,2zcq_888,6.490,-7.803288,-2.289583
2zcq,2zcq_91,1.060,-0.925263,-1.247192
2zcq,2zcq_927,6.420,-8.189991,-2.138258
2zcq,2zcq_942,5.800,-7.412644,-1.862671
2zcq,2zcq_960,9.070,-8.365010,-3.050564
2zcq,2zcq_961,9.040,-8.366902,-2.916400
2zcq,2zcq_969,7.870,-8.304628,-2.694804
2zcq,2zcq_971,5.430,-6.790225,-2.519490
2zcq,2zcq_98,3.060,-2.541881,-1.298122
2zcr,2zcr_187,0.760,-0.398234,-1.743174
2zcr,2zcr_216,2.300,-1.493739,-2.009774
2zcr,2zcr_273,0.600,-1.029969,-1.530728
2zcr,2zcr_28,2.630,-1.567182,-2.108419
2zcr,2zcr_283,0.930,-0.580644,-1.496895
2zcr,2zcr_294,1.020,-0.585072,-1.095691
2zcr,2zcr_296,0.870,-0.534451,-1.315403
2zcr,2zcr_318,0.910,-0.446560,-1.377995
2zcr,2zcr_324,0.850,-0.480964,-1.678743
2zcr,2zcr_33,1.140,-0.822255,-1.458514
2zcr,2zcr_351,0.850,-0.438598,-1.367569
2zcr,2zcr_358,2.060,-0.488587,-1.705036
2zcr,2zcr_37,0.350,-1.017632,-1.447330
2zcr,2zcr_383,1.390,-0.744122,-1.392612
2zcr,2zcr_398,2.270,-0.853469,-1.594972
2zcr,2zcr_407,8.940,-1.753062,-1.798625
2zcr,2zcr_409,2.490,-1.538237,-1.855020
2zcr,2zcr_418,8.350,-2.220755,-2.866003
2zcr,2zcr_422,9.450,-2.097729,-2.084265
2zcr,2zcr_423,8.390,-2.018291,-1.835929
2zcr,2zcr_424,2.400,-2.210087,-2.322519
2zcr,2zcr_429,6.090,-4.745658,-2.668780
2zcr,2zcr_437,8.920,-1.418901,-2.164930
2zcr,2zcr_438,8.170,-1.405000,-2.617637
2zcr,2zcr_440,2.660,-2.605027,-2.032016
2zcr,2zcr_444,3.330,-2.194078,-1.696109
2zcr,2zcr_447,3.020,-2.728262,-2.334455
2zcr,2zcr_452,8.780,-1.203201,-1.986796
2zcr,2zcr_453,9.470,-2.283386,-1.756222
2zcr,2zcr_460,9.020,-1.880923,-2.226606
2zcr,2zcr_464,1.860,-1.943969,-1.980028
2zcr,2zcr_465,5.480,-3.202391,-2.575943
2zcr,2zcr_466,8.300,-1.630646,-2.400431
2zcr,2zcr_468,8.640,-1.729496,-1.936029
2zcr,2zcr_474,9.250,-2.133383,-1.797157
2zcr,2zcr_475,9.270,-1.842897,-1.995047
2zcr,2zcr_495,1.680,-1.679077,-2.123974
2zcr,2zcr_500,8.820,-0.807087,-1.754907
2zcr,2zcr_52,1.110,-0.567709,-1.762138
2zcr,2zcr_543,3.010,-3.272576,-1.532731
2zcr,2zcr_548,2.170,-2.009890,-1.931735
2zcr,2zcr_557,4.580,-2.794939,-3.005718
2zcr,2zcr_578,3.130,-2.320505,-2.085222
2zcr,2zcr_580,4.080,-2.985526,-1.656765
2zcr,2zcr_589,1.290,-1.047261,-2.181405
2zcr,2zcr_591,2.370,-1.982654,-1.786186
2zcr,2zcr_603,3.130,-2.407371,-2.202804
2zcr,2zcr_625,3.080,-2.869308,-1.950627
2zcr,2zcr_634,4.110,-2.969333,-2.524648
2zcr,2zcr_636,2.910,-1.591130,-2.515527
2zcr,2zcr_658,4.270,-2.754219,-1.883334
2zcr,2zcr_664,1.630,-1.489947,-1.890702
2zcr,2zcr_678,1.530,-1.630534,-1.614756
2zcr,2zcr_699,4.520,-3.904018,-2.085909
2zcr,2zcr_709,5.200,-3.924971,-2.278983
2zcr,2zcr_721,5.720,-4.155505,-1.905697
2zcr,2zcr_723,5.620,-5.042604,-2.809334
2zcr,2zcr_730,3.450,-1.754241,-2.001276
2zcr,2zcr_737,4.050,-2.340340,-2.230059
2zcr,2zcr_746,4.410,-2.629847,-1.945261
2zcr,2zcr_75,0.700,-1.150537,-1.946134
2zcr,2zcr_762,6.220,-7.316979,-2.671219
2zcr,2zcr_765,3.880,-3.568362,-1.726278
2zcr,2zcr_767,8.630,-4.494571,-1.853015
2zcr,2zcr_769,7.140,-8.081193,-2.186356
2zcr,2zcr_772,6.190,-7.794904,-2.794881
2zcr,2zcr_776,5.670,-3.375399,-2.463993
2zcr,2zcr_777,5.830,-5.020949,-2.611044
2zcr,2zcr_778,5.860,-4.592540,-2.880736
2zcr,2zcr_780,7.570,-6.800794,-2.154457
2zcr,2zcr_781,9.600,-5.512846,-2.663907
2zcr,2zcr_782,5.440,-2.585216,-1.779852
2zcr,2zcr_783,5.430,-3.510438,-2.768422
2zcr,2zcr_786,6.350,-5.162032,-2.592948
2zcr,2zcr_787,6.880,-7.505870,-2.334596
2zcr,2zcr_788,4.060,-2.896345,-2.612661
2zcr,2zcr_8,1.400,-0.837410,-1.606618
2zcr,2zcr_80,0.900,-0.986335,-1.613559
2zcr,2zcr_834,5.620,-3.803467,-2.404000
2zcr,2zcr_846,3.290,-1.376047,-2.323351
2zcr,2zcr_869,4.290,-2.167273,-2.688879
2zcr,2zcr_877,3.770,-2.342798,-1.731425
2zcr,2zcr_882,6.040,-5.705286,-3.081390
2zcr,2zcr_883,4.540,-3.278588,-1.652174
2zda,2zda_101,6.050,-5.501123,-3.547566
2zda,2zda_108,4.880,-3.733449,-3.539961
2zda,2zda_116,7.680,-7.168010,-3.919952
2zda,2zda_132,5.820,-5.559709,-3.643614
2zda,2zda_142,0.670,-0.294997,-4.246861
2zda,2zda_156,6.220,-3.902160,-3.833503
2zda,2zda_157,5.180,-3.622744,-4.283249
2zda,2zda_167,1.590,-0.534703,-4.212195
2zda,2zda_170,0.930,-0.224002,-3.854399
2zda,2zda_174,6.490,-5.677161,-3.943259
2zda,2zda_182,7.010,-6.311254,-3.008646
2zda,2zda_192,6.580,-4.751099,-2.636330
2zda,2zda_196,6.000,-3.880122,-3.476356
2zda,2zda_2,0.980,-0.332624,-4.286713
2zda,2zda_205,1.960,-1.354525,-4.711180
2zda,2zda_212,3.120,-2.223858,-3.537548
2zda,2zda_218,6.900,-7.131075,-3.475341
2zda,2zda_224,6.660,-6.582283,-3.546570
2zda,2zda_23,0.750,-0.481406,-3.573828
2zda,2zda_232,0.740,-0.482257,-3.593017
2zda,2zda_255,3.960,-1.801931,-4.462356
2zda,2zda_259,2.670,-2.132905,-4.238412
2zda,2zda_262,2.070,-0.901125,-4.437162
2zda,2zda_264,0.760,-0.775917,-3.997152
2zda,2zda_266,2.900,-1.828640,-4.053480
2zda,2zda_27,2.560,-0.563542,-3.634206
2zda,2zda_270,1.480,-1.727097,-3.479605
2zda,2zda_272,1.230,-0.376678,-3.507401
2zda,2zda_274,1.840,-1.256407,-4.273084
2zda,2zda_277,0.430,-0.265219,-3.482366
2zda,2zda_289,8.890,-7.019074,-3.121826
2zda,2zda_29,0.620,-0.256071,-4.155897
2zda,2zda_295,5.880,-5.699559,-3.437134
2zda,2zda_299,0.460,-0.204732,-3.332218
2zda,2zda_302,8.020,-6.389300,-3.861168
2zda,2zda_311,8.140,-7.946290,-3.560857
2zda,2zda_338,4.070,-2.384993,-4.254936
2zda,2zda_345,7.450,-7.693742,-3.437803
2zda,2zda_379,4.820,-2.172212,-3.736467
2zda,2zda_382,7.500,-6.111113,-3.046992
2zda,2zda_391,5.690,-4.998117,-3.617031
2zda,2zda_393,6.270,-4.469329,-3.851504
2zda,2zda_414,6.690,-4.262170,-2.677472
2zda,2zda_429,5.520,-4.118978,-3.300124
2zda,2zda_434,4.910,-4.557981,-3.247742
2zda,2zda_435,2.370,-1.441496,-2.632607
2zda,2zda_442,7.530,-6.046674,-2.850019
2zda,2zda_447,4.680,-2.819862,-2.697809
2zda,2zda_45,3.460,-3.358528,-3.903936
2zda,2zda_470,8.420,-7.490288,-4.085371
2zda,2zda_498,2.030,-1.523253,-3.092424
2zda,2zda_5,1.730,-0.994723,-3.953606
2zda,2zda_500,4.960,-1.563257,-2.470512
2zda,2zda_506,6.910,-5.617840,-3.597277
2zda,2zda_525,1.930,-1.269989,-3.971757
2zda,2zda_533,1.930,-0.961791,-2.642351
2zda,2zda_54,3.710,-1.763511,-4.114334
2zda,2zda_558,5.730,-3.149296,-2.891710
2zda,2zda_561,3.570,-2.869836,-2.971584
2zda,2zda_573,2.800,-0.963860,-3.191215
2zda,2zda_589,7.380,-8.059874,-2.681562
2zda,2zda_615,4.820,-4.991467,-3.321058
2zda,2zda_627,7.100,-7.292669,-3.173752
2zda,2zda_633,2.040,-1.492179,-2.805601
2zda,2zda_643,7.500,-8.064583,-3.427244
2zda,2zda_664,6.670,-6.205060,-2.527977
2zda,2zda_671,7.860,-6.807129,-2.868002
2zda,2zda_677,5.560,-5.681384,-3.653219
2zda,2zda_694,8.420,-7.490288,-4.085371
2zda,2zda_698,3.750,-3.370416,-3.204728
2zda,2zda_739,2.700,-2.189501,-2.393965
2zda,2zda_748,1.170,-0.796137,-3.191609
2zda,2zda_751,4.060,-3.532084,-2.570721
2zda,2zda_753,3.720,-2.678911,-2.914113
2zda,2zda_758,5.420,-2.482819,-3.359504
2zda,2zda_763,3.080,-1.880597,-3.222825
2zda,2zda_766,3.980,-2.428841,-2.903181
2zda,2zda_767,5.270,-1.103523,-2.936848
2zda,2zda_772,4.340,-2.536245,-3.086951
2zda,2zda_773,3.860,-2.849651,-2.846833
2zda,2zda_777,2.950,-1.262728,-2.553013
2zda,2zda_80,4.930,-5.396775,-3.397228
2zda,2zda_835,0.930,-0.366072,-2.793348
2zda,2zda_860,1.040,-0.412550,-3.246865
2zda,2zda_89,7.030,-6.635604,-3.951247
2zy1,2zy1_109,2.070,-1.489860,-1.632626
2zy1,2zy1_113,2.400,-1.668229,-1.326948
2zy1,2zy1_119,1.420,-1.102666,-1.552462
2zy1,2zy1_130,1.920,-1.828988,-2.441795
2zy1,2zy1_160,2.660,-2.358816,-1.353876
2zy1,2zy1_163,2.740,-1.352952,-1.898873
2zy1,2zy1_165,2.590,-1.565738,-1.553063
2zy1,2zy1_166,1.520,-0.810398,-1.945554
2zy1,2zy1_171,2.000,-1.506591,-1.248466
2zy1,2zy1_172,0.950,-1.213885,-1.256329
2zy1,2zy1_173,3.600,-3.347296,-1.842842
2zy1,2zy1_175,1.130,-1.334864,-0.922523
2zy1,2zy1_214,2.000,-0.845794,-1.624142
2zy1,2zy1_216,7.010,-7.226387,-1.974216
2zy1,2zy1_220,5.630,-4.674683,-1.506741
2zy1,2zy1_224,3.710,-1.599878,-1.375875
2zy1,2zy1_225,2.290,-1.736687,-1.591972
2zy1,2zy1_231,9.060,-1.768194,-1.537200
2zy1,2zy1_233,6.030,-4.782899,-1.746723
2zy1,2zy1_234,5.920,-6.191914,-2.274313
2zy1,2zy1_241,7.360,-6.954544,-1.630736
2zy1,2zy1_246,3.490,-2.405716,-1.400826
2zy1,2zy1_251,4.300,-3.202145,-1.495709
2zy1,2zy1_256,3.330,-1.493792,-1.327216
2zy1,2zy1_257,5.330,-5.528714,-1.540639
2zy1,2zy1_264,2.260,-1.582969,-1.416543
2zy1,2zy1_273,4.730,-3.068918,-1.719163
2zy1,2zy1_292,4.500,-3.289454,-1.274838
2zy1,2zy1_306,4.170,-1.802081,-2.263092
2zy1,2zy1_328,6.040,-4.700596,-1.556455
